"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TIMP4",1072.66357324589,-4.04951313905512,0.261419454151604,-15.4904811969606,4.02268342051508e-54,9.72695630500188e-53
"TLX1",11.2819422081841,5.13188875386034,0.492321372423394,10.4238593758366,1.92960614993698e-25,1.26842851948838e-24
"TLX3",2.01730169439949,4.36281819698237,1.10695870713267,3.94126553128913,8.10528398636758e-05,0.000150253149404584
"TMEM132C",582.271049911238,-4.45434294294997,0.251483649541504,-17.7122566459926,3.37274866542435e-70,1.5717325470893e-68
"TMEM145",26.5257720956152,4.0471037372478,0.27421841724435,14.7586868085579,2.70496444346851e-49,5.24916462675824e-48
"TMEM151A",5.07623168953592,3.91274622041867,0.355282525453901,11.0130556390856,3.30597382900574e-28,2.51842641801312e-27
"TMEM215",12.670387985327,4.7111695775195,0.363535465450239,12.9593121586768,2.08105196210106e-38,2.55491920541931e-37
"TNMD",143.417606923353,-4.81781074675619,0.244503218462101,-19.7044880515672,1.97327846798741e-86,1.85656512542588e-84
"TNNI3",9.35687059556017,4.26688962815686,0.407481380132228,10.4713732607175,1.16934176760701e-25,7.76380360218542e-25
"TNNT1",184.43870401014,4.24767582281298,0.287646724576865,14.7669883224341,2.39163584853828e-49,4.66392483940883e-48
"TNNT3",78.1632751600603,-3.7552697514083,0.26018994499658,-14.4328012039729,3.2174364336434e-47,5.65744447127447e-46
"TNXB",5362.69972648199,-3.90675693085091,0.190980329120154,-20.4563315439309,5.27618942740138e-93,6.50577096352623e-91
"TOP2A",2238.1481142527,3.75958271072452,0.191846623353213,19.5968146064404,1.64611171122644e-85,1.49217395850536e-83
"TPX2",925.387898296387,3.60256567069416,0.144449721696599,24.9399280828035,2.74639361253753e-137,4.95649145419045e-134
"TRDN",57.4322343489817,-4.6005133198398,0.324761724272355,-14.1658113502984,1.49134459250982e-45,2.44679114466983e-44
"TRHDE",70.1319747224562,-3.61194698554536,0.286540113915363,-12.6053798757553,1.97220070167041e-36,2.22076734711067e-35
"TROAP",133.271320661063,3.64109678467385,0.171840449988498,21.1888224508116,1.2108778074292e-99,2.24657441430696e-97
"TRPA1",65.5250590719035,5.6927539144931,0.32085385178972,17.7425138664815,1.96924559287551e-70,9.2858583158586e-69
"TRPM3",5.5431475469206,-3.59980864486355,0.220411875268725,-16.3321900894617,5.82550211790286e-60,1.80699793819699e-58
"TSLP",52.8391466860608,-3.49603789257195,0.144090603598578,-24.2627749850474,4.84773173431728e-130,6.01482314935416e-127
"TUBA3D",56.9946191663916,3.43534566658478,0.309152415561089,11.1121424050654,1.0950036377685e-28,8.55490445375061e-28
"TUSC5",2996.65047590173,-4.86575612928621,0.307878860900737,-15.8041254116988,2.91406338479706e-56,7.72362968157427e-55
"TYRP1",12.7899980465556,3.46010199844827,0.350802867371021,9.86338003557066,5.99950349865636e-23,3.44325364137976e-22
"UBE2C",368.57439376085,4.04350069252196,0.177737761877501,22.7498121378888,1.44116712108978e-114,5.96042701830714e-112
"UHRF1",257.295871894104,3.52064033311928,0.169381443231896,20.785277690067,5.8822944192228e-96,8.9827160623393e-94
"VGF",8.298273496217,4.34807489533061,0.336630158650019,12.9164746045559,3.63414479537183e-38,4.42065211260549e-37
"VIT",283.00910296647,-3.52273321243708,0.203879056485906,-17.2785438247336,6.82494366994252e-67,2.82857581911689e-65
"VSTM2A",76.516127001098,5.25922734259946,0.50525999657144,10.4089525754803,2.2569109635626e-25,1.47819849715093e-24
"WBSCR28",2.65995132944086,4.2021248446224,0.294269896135557,14.2798325612168,2.92302893835379e-46,4.92597372531404e-45
"WIF1",312.405427270852,-3.73449793908734,0.356030314288472,-10.4892695627639,9.67736109211138e-26,6.45330777294575e-25
"WISP1",230.220778832952,3.97947805523073,0.15076341063403,26.3955162495673,1.54259259187529e-153,6.12470962678163e-150
"WIT1",9.14858765112561,5.02521368401457,0.406125583248221,12.3735462410975,3.63414791061045e-35,3.86009118894803e-34
"WT1",84.1687312804493,5.30484037172564,0.361375539772121,14.6795778570703,8.71312025213874e-49,1.6426672672883e-47
"ZIC5",8.88064035806126,3.5575809740987,0.420502708850675,8.46030453364341,2.66680190708094e-17,1.13364778285591e-16
"ZNF716",1.76535815901467,3.43416505782455,0.883854838594446,3.88544012870455,0.000102144664776607,0.000187583338126291
